Time	Displacement	Forcewasher
sec	inches	lbf
1.1540E-2	 2.388E+0	 1.465E+0
1.1560E-2	 2.388E+0	 9.766E-1
1.1580E-2	 2.388E+0	 1.465E+0
1.1600E-2	 2.388E+0	 9.766E-1
1.1620E-2	 2.388E+0	 9.766E-1
1.1640E-2	 2.388E+0	 1.465E+0
1.1660E-2	 2.393E+0	 1.465E+0
1.1680E-2	 2.393E+0	 9.766E-1
1.1700E-2	 2.393E+0	 9.766E-1
1.1720E-2	 2.397E+0	 9.766E-1
1.1740E-2	 2.393E+0	 1.465E+0
1.1760E-2	 2.393E+0	 1.465E+0
1.1780E-2	 2.397E+0	 9.766E-1
1.1800E-2	 2.397E+0	 1.465E+0
1.1820E-2	 2.397E+0	 1.465E+0
1.1840E-2	 2.397E+0	 1.465E+0
1.1860E-2	 2.397E+0	 1.465E+0
1.1880E-2	 2.402E+0	 9.766E-1
1.1900E-2	 2.402E+0	 1.465E+0
1.1920E-2	 2.402E+0	 1.953E+0
1.1940E-2	 2.402E+0	 1.465E+0
1.1960E-2	 2.402E+0	 1.465E+0
1.1980E-2	 2.407E+0	 1.465E+0
1.2000E-2	 2.402E+0	 1.465E+0
1.2020E-2	 2.407E+0	 9.766E-1
1.2040E-2	 2.407E+0	 1.465E+0
1.2060E-2	 2.407E+0	 1.465E+0
1.2080E-2	 2.407E+0	 1.465E+0
1.2100E-2	 2.412E+0	 1.465E+0
1.2120E-2	 2.412E+0	 1.465E+0
1.2140E-2	 2.412E+0	 1.465E+0
1.2160E-2	 2.412E+0	 1.953E+0
1.2180E-2	 2.412E+0	 1.465E+0
1.2200E-2	 2.412E+0	 9.766E-1
1.2220E-2	 2.417E+0	 1.465E+0
1.2240E-2	 2.412E+0	 1.953E+0
1.2260E-2	 2.417E+0	 1.953E+0
1.2280E-2	 2.417E+0	 1.465E+0
1.2300E-2	 2.417E+0	 1.465E+0
1.2320E-2	 2.417E+0	 2.441E+0
1.2340E-2	 2.422E+0	 1.953E+0
1.2360E-2	 2.422E+0	 1.465E+0
1.2380E-2	 2.422E+0	 1.465E+0
1.2400E-2	 2.422E+0	 1.953E+0
1.2420E-2	 2.422E+0	 1.953E+0
1.2440E-2	 2.422E+0	 2.441E+0
1.2460E-2	 2.427E+0	 1.953E+0
1.2480E-2	 2.427E+0	 1.953E+0
1.2500E-2	 2.427E+0	 1.953E+0
1.2520E-2	 2.427E+0	 1.953E+0
1.2540E-2	 2.427E+0	 1.953E+0
1.2560E-2	 2.427E+0	 1.953E+0
1.2580E-2	 2.427E+0	 2.441E+0
1.2600E-2	 2.432E+0	 1.953E+0
1.2620E-2	 2.432E+0	 1.953E+0
1.2640E-2	 2.432E+0	 2.441E+0
1.2660E-2	 2.432E+0	 2.441E+0
1.2680E-2	 2.437E+0	 1.953E+0
1.2700E-2	 2.437E+0	 1.953E+0
1.2720E-2	 2.437E+0	 2.441E+0
1.2740E-2	 2.437E+0	 2.930E+0
1.2760E-2	 2.437E+0	 2.441E+0
1.2780E-2	 2.441E+0	 2.441E+0
1.2800E-2	 2.441E+0	 2.441E+0
1.2820E-2	 2.437E+0	 2.930E+0
1.2840E-2	 2.441E+0	 2.930E+0
1.2860E-2	 2.441E+0	 2.441E+0
1.2880E-2	 2.446E+0	 2.441E+0
1.2900E-2	 2.441E+0	 2.930E+0
1.2920E-2	 2.446E+0	 3.418E+0
1.2940E-2	 2.446E+0	 3.418E+0
1.2960E-2	 2.446E+0	 2.930E+0
1.2980E-2	 2.446E+0	 2.930E+0
1.3000E-2	 2.451E+0	 2.930E+0
1.3020E-2	 2.446E+0	 2.930E+0
1.3040E-2	 2.446E+0	 3.418E+0
1.3060E-2	 2.451E+0	 3.418E+0
1.3080E-2	 2.451E+0	 2.930E+0
1.3100E-2	 2.451E+0	 2.930E+0
1.3120E-2	 2.451E+0	 2.930E+0
1.3140E-2	 2.451E+0	 3.418E+0
1.3160E-2	 2.456E+0	 3.418E+0
1.3180E-2	 2.456E+0	 3.418E+0
1.3200E-2	 2.456E+0	 3.418E+0
1.3220E-2	 2.456E+0	 3.906E+0
1.3240E-2	 2.456E+0	 3.906E+0
1.3260E-2	 2.461E+0	 3.906E+0
1.3280E-2	 2.461E+0	 3.418E+0
1.3300E-2	 2.461E+0	 3.418E+0
1.3320E-2	 2.461E+0	 3.906E+0
1.3340E-2	 2.461E+0	 3.906E+0
1.3360E-2	 2.461E+0	 3.906E+0
1.3380E-2	 2.466E+0	 3.906E+0
1.3400E-2	 2.466E+0	 4.395E+0
1.3420E-2	 2.466E+0	 4.395E+0
1.3440E-2	 2.466E+0	 3.906E+0
1.3460E-2	 2.466E+0	 4.395E+0
1.3480E-2	 2.471E+0	 4.395E+0
1.3500E-2	 2.471E+0	 4.395E+0
1.3520E-2	 2.471E+0	 4.883E+0
1.3540E-2	 2.471E+0	 4.883E+0
1.3560E-2	 2.471E+0	 5.371E+0
1.3580E-2	 2.471E+0	 4.883E+0
1.3600E-2	 2.476E+0	 4.883E+0
1.3620E-2	 2.476E+0	 5.371E+0
1.3640E-2	 2.476E+0	 5.859E+0
1.3660E-2	 2.476E+0	 5.859E+0
1.3680E-2	 2.480E+0	 5.371E+0
1.3700E-2	 2.480E+0	 5.371E+0
1.3720E-2	 2.476E+0	 6.348E+0
1.3740E-2	 2.476E+0	 6.348E+0
1.3760E-2	 2.480E+0	 6.348E+0
1.3780E-2	 2.480E+0	 6.348E+0
1.3800E-2	 2.480E+0	 6.348E+0
1.3820E-2	 2.480E+0	 7.324E+0
1.3840E-2	 2.480E+0	 6.836E+0
1.3860E-2	 2.485E+0	 6.836E+0
1.3880E-2	 2.485E+0	 6.836E+0
1.3900E-2	 2.485E+0	 7.324E+0
1.3920E-2	 2.485E+0	 7.324E+0
1.3940E-2	 2.490E+0	 7.324E+0
1.3960E-2	 2.490E+0	 7.324E+0
1.3980E-2	 2.490E+0	 7.812E+0
1.4000E-2	 2.490E+0	 7.812E+0
1.4020E-2	 2.490E+0	 7.812E+0
1.4040E-2	 2.490E+0	 7.812E+0
1.4060E-2	 2.490E+0	 8.301E+0
1.4080E-2	 2.495E+0	 8.301E+0
1.4100E-2	 2.495E+0	 8.301E+0
1.4120E-2	 2.495E+0	 8.789E+0
1.4140E-2	 2.495E+0	 8.789E+0
1.4160E-2	 2.495E+0	 8.789E+0
1.4180E-2	 2.500E+0	 8.789E+0
1.4200E-2	 2.500E+0	 8.789E+0
1.4220E-2	 2.500E+0	 9.277E+0
1.4240E-2	 2.500E+0	 9.277E+0
1.4260E-2	 2.500E+0	 9.277E+0
1.4280E-2	 2.500E+0	 9.277E+0
1.4300E-2	 2.505E+0	 9.766E+0
1.4320E-2	 2.500E+0	 9.766E+0
1.4340E-2	 2.505E+0	 9.766E+0
1.4360E-2	 2.510E+0	 9.766E+0
1.4380E-2	 2.505E+0	 9.766E+0
1.4400E-2	 2.505E+0	 1.025E+1
1.4420E-2	 2.505E+0	 1.025E+1
1.4440E-2	 2.510E+0	 1.025E+1
1.4460E-2	 2.510E+0	 1.074E+1
1.4480E-2	 2.510E+0	 1.074E+1
1.4500E-2	 2.510E+0	 1.074E+1
1.4520E-2	 2.510E+0	 1.123E+1
1.4540E-2	 2.515E+0	 1.123E+1
1.4560E-2	 2.515E+0	 1.221E+1
1.4580E-2	 2.515E+0	 1.172E+1
1.4600E-2	 2.520E+0	 1.172E+1
1.4620E-2	 2.515E+0	 1.270E+1
1.4640E-2	 2.520E+0	 1.270E+1
1.4660E-2	 2.520E+0	 1.270E+1
1.4680E-2	 2.520E+0	 1.270E+1
1.4700E-2	 2.520E+0	 1.318E+1
1.4720E-2	 2.520E+0	 1.416E+1
1.4740E-2	 2.520E+0	 1.416E+1
1.4760E-2	 2.524E+0	 1.318E+1
1.4780E-2	 2.524E+0	 1.416E+1
1.4800E-2	 2.524E+0	 1.465E+1
1.4820E-2	 2.524E+0	 1.514E+1
1.4840E-2	 2.524E+0	 1.465E+1
1.4860E-2	 2.529E+0	 1.514E+1
1.4880E-2	 2.529E+0	 1.562E+1
1.4900E-2	 2.529E+0	 1.611E+1
1.4920E-2	 2.529E+0	 1.611E+1
1.4940E-2	 2.534E+0	 1.660E+1
1.4960E-2	 2.529E+0	 1.660E+1
1.4980E-2	 2.534E+0	 1.758E+1
1.5000E-2	 2.534E+0	 1.758E+1
1.5020E-2	 2.534E+0	 1.807E+1
1.5040E-2	 2.534E+0	 1.855E+1
1.5060E-2	 2.534E+0	 1.855E+1
1.5080E-2	 2.534E+0	 1.904E+1
1.5100E-2	 2.534E+0	 1.953E+1
1.5120E-2	 2.539E+0	 2.002E+1
1.5140E-2	 2.539E+0	 2.051E+1
1.5160E-2	 2.539E+0	 2.051E+1
1.5180E-2	 2.539E+0	 2.100E+1
1.5200E-2	 2.539E+0	 2.148E+1
1.5220E-2	 2.544E+0	 2.246E+1
1.5240E-2	 2.544E+0	 2.295E+1
1.5260E-2	 2.544E+0	 2.295E+1
1.5280E-2	 2.544E+0	 2.295E+1
1.5300E-2	 2.544E+0	 2.441E+1
1.5320E-2	 2.549E+0	 2.490E+1
1.5340E-2	 2.549E+0	 2.539E+1
1.5360E-2	 2.549E+0	 2.539E+1
1.5380E-2	 2.549E+0	 2.637E+1
1.5400E-2	 2.549E+0	 2.734E+1
1.5420E-2	 2.549E+0	 2.783E+1
1.5440E-2	 2.554E+0	 2.832E+1
1.5460E-2	 2.549E+0	 2.881E+1
1.5480E-2	 2.554E+0	 2.930E+1
1.5500E-2	 2.554E+0	 3.027E+1
1.5520E-2	 2.554E+0	 3.125E+1
1.5540E-2	 2.554E+0	 3.223E+1
1.5560E-2	 2.559E+0	 3.271E+1
1.5580E-2	 2.559E+0	 3.320E+1
1.5600E-2	 2.559E+0	 3.467E+1
1.5620E-2	 2.559E+0	 3.564E+1
1.5640E-2	 2.559E+0	 3.662E+1
1.5660E-2	 2.559E+0	 3.760E+1
1.5680E-2	 2.559E+0	 3.809E+1
1.5700E-2	 2.559E+0	 3.955E+1
1.5720E-2	 2.563E+0	 4.102E+1
1.5740E-2	 2.563E+0	 4.248E+1
1.5760E-2	 2.563E+0	 4.346E+1
1.5780E-2	 2.563E+0	 4.443E+1
1.5800E-2	 2.568E+0	 4.639E+1
1.5820E-2	 2.568E+0	 4.736E+1
1.5840E-2	 2.568E+0	 4.883E+1
1.5860E-2	 2.568E+0	 5.029E+1
1.5880E-2	 2.568E+0	 5.127E+1
1.5900E-2	 2.568E+0	 5.322E+1
1.5920E-2	 2.568E+0	 5.469E+1
1.5940E-2	 2.568E+0	 5.615E+1
1.5960E-2	 2.573E+0	 5.762E+1
1.5980E-2	 2.573E+0	 5.908E+1
1.6000E-2	 2.573E+0	 6.055E+1
1.6020E-2	 2.573E+0	 6.201E+1
1.6040E-2	 2.573E+0	 6.348E+1
1.6060E-2	 2.573E+0	 6.494E+1
1.6080E-2	 2.578E+0	 6.641E+1
1.6100E-2	 2.578E+0	 6.787E+1
1.6120E-2	 2.578E+0	 6.982E+1
1.6140E-2	 2.578E+0	 7.129E+1
1.6160E-2	 2.583E+0	 7.275E+1
1.6180E-2	 2.583E+0	 7.422E+1
1.6200E-2	 2.583E+0	 7.617E+1
1.6220E-2	 2.583E+0	 7.764E+1
1.6240E-2	 2.583E+0	 7.861E+1
1.6260E-2	 2.583E+0	 8.008E+1
1.6280E-2	 2.588E+0	 8.154E+1
1.6300E-2	 2.588E+0	 8.350E+1
1.6320E-2	 2.588E+0	 8.496E+1
1.6340E-2	 2.588E+0	 8.643E+1
1.6360E-2	 2.593E+0	 8.838E+1
1.6380E-2	 2.588E+0	 9.033E+1
1.6400E-2	 2.588E+0	 9.277E+1
1.6420E-2	 2.593E+0	 9.424E+1
1.6440E-2	 2.593E+0	 9.668E+1
1.6460E-2	 2.593E+0	 9.863E+1
1.6480E-2	 2.598E+0	 1.001E+2
1.6500E-2	 2.593E+0	 1.025E+2
1.6520E-2	 2.598E+0	 1.045E+2
1.6540E-2	 2.598E+0	 1.060E+2
1.6560E-2	 2.598E+0	 1.079E+2
1.6580E-2	 2.603E+0	 1.099E+2
1.6600E-2	 2.598E+0	 1.118E+2
1.6620E-2	 2.598E+0	 1.138E+2
1.6640E-2	 2.598E+0	 1.152E+2
1.6660E-2	 2.603E+0	 1.162E+2
1.6680E-2	 2.603E+0	 1.177E+2
1.6700E-2	 2.598E+0	 1.191E+2
1.6720E-2	 2.603E+0	 1.201E+2
1.6740E-2	 2.603E+0	 1.211E+2
1.6760E-2	 2.607E+0	 1.216E+2
1.6780E-2	 2.607E+0	 1.226E+2
1.6800E-2	 2.607E+0	 1.240E+2
1.6820E-2	 2.607E+0	 1.250E+2
1.6840E-2	 2.607E+0	 1.255E+2
1.6860E-2	 2.607E+0	 1.265E+2
1.6880E-2	 2.612E+0	 1.270E+2
1.6900E-2	 2.612E+0	 1.279E+2
1.6920E-2	 2.612E+0	 1.284E+2
1.6940E-2	 2.612E+0	 1.289E+2
1.6960E-2	 2.612E+0	 1.294E+2
1.6980E-2	 2.617E+0	 1.299E+2
1.7000E-2	 2.612E+0	 1.309E+2
1.7020E-2	 2.617E+0	 1.313E+2
1.7040E-2	 2.617E+0	 1.313E+2
1.7060E-2	 2.617E+0	 1.323E+2
1.7080E-2	 2.617E+0	 1.328E+2
1.7100E-2	 2.617E+0	 1.338E+2
1.7120E-2	 2.617E+0	 1.343E+2
1.7140E-2	 2.622E+0	 1.348E+2
1.7160E-2	 2.622E+0	 1.357E+2
1.7180E-2	 2.622E+0	 1.367E+2
1.7200E-2	 2.622E+0	 1.377E+2
1.7220E-2	 2.622E+0	 1.387E+2
1.7240E-2	 2.622E+0	 1.401E+2
1.7260E-2	 2.627E+0	 1.411E+2
1.7280E-2	 2.627E+0	 1.426E+2
1.7300E-2	 2.627E+0	 1.440E+2
1.7320E-2	 2.627E+0	 1.455E+2
1.7340E-2	 2.632E+0	 1.470E+2
1.7360E-2	 2.632E+0	 1.479E+2
1.7380E-2	 2.627E+0	 1.504E+2
1.7400E-2	 2.632E+0	 1.519E+2
1.7420E-2	 2.632E+0	 1.538E+2
1.7440E-2	 2.632E+0	 1.553E+2
1.7460E-2	 2.637E+0	 1.577E+2
1.7480E-2	 2.637E+0	 1.597E+2
1.7500E-2	 2.637E+0	 1.621E+2
1.7520E-2	 2.637E+0	 1.646E+2
1.7540E-2	 2.637E+0	 1.670E+2
1.7560E-2	 2.642E+0	 1.694E+2
1.7580E-2	 2.637E+0	 1.724E+2
1.7600E-2	 2.642E+0	 1.753E+2
1.7620E-2	 2.637E+0	 1.777E+2
1.7640E-2	 2.642E+0	 1.807E+2
1.7660E-2	 2.642E+0	 1.836E+2
1.7680E-2	 2.642E+0	 1.875E+2
1.7700E-2	 2.642E+0	 1.904E+2
1.7720E-2	 2.642E+0	 1.934E+2
1.7740E-2	 2.646E+0	 1.968E+2
1.7760E-2	 2.646E+0	 1.997E+2
1.7780E-2	 2.646E+0	 2.041E+2
1.7800E-2	 2.646E+0	 2.075E+2
1.7820E-2	 2.646E+0	 2.114E+2
1.7840E-2	 2.651E+0	 2.153E+2
1.7860E-2	 2.651E+0	 2.192E+2
1.7880E-2	 2.651E+0	 2.236E+2
1.7900E-2	 2.651E+0	 2.275E+2
1.7920E-2	 2.651E+0	 2.310E+2
1.7940E-2	 2.651E+0	 2.349E+2
1.7960E-2	 2.651E+0	 2.383E+2
1.7980E-2	 2.656E+0	 2.422E+2
1.8000E-2	 2.656E+0	 2.461E+2
1.8020E-2	 2.656E+0	 2.495E+2
1.8040E-2	 2.656E+0	 2.529E+2
1.8060E-2	 2.656E+0	 2.563E+2
1.8080E-2	 2.656E+0	 2.598E+2
1.8100E-2	 2.656E+0	 2.632E+2
1.8120E-2	 2.661E+0	 2.661E+2
1.8140E-2	 2.661E+0	 2.690E+2
1.8160E-2	 2.661E+0	 2.715E+2
1.8180E-2	 2.661E+0	 2.754E+2
1.8200E-2	 2.661E+0	 2.783E+2
1.8220E-2	 2.666E+0	 2.803E+2
1.8240E-2	 2.666E+0	 2.832E+2
1.8260E-2	 2.666E+0	 2.861E+2
1.8280E-2	 2.666E+0	 2.891E+2
1.8300E-2	 2.666E+0	 2.915E+2
1.8320E-2	 2.671E+0	 2.939E+2
1.8340E-2	 2.666E+0	 2.964E+2
1.8360E-2	 2.671E+0	 2.993E+2
1.8380E-2	 2.671E+0	 3.022E+2
1.8400E-2	 2.671E+0	 3.047E+2
1.8420E-2	 2.671E+0	 3.071E+2
1.8440E-2	 2.676E+0	 3.096E+2
1.8460E-2	 2.671E+0	 3.115E+2
1.8480E-2	 2.671E+0	 3.145E+2
1.8500E-2	 2.676E+0	 3.169E+2
1.8520E-2	 2.676E+0	 3.193E+2
1.8540E-2	 2.676E+0	 3.213E+2
1.8560E-2	 2.676E+0	 3.237E+2
1.8580E-2	 2.676E+0	 3.267E+2
1.8600E-2	 2.681E+0	 3.286E+2
1.8620E-2	 2.681E+0	 3.306E+2
1.8640E-2	 2.681E+0	 3.330E+2
1.8660E-2	 2.681E+0	 3.350E+2
1.8680E-2	 2.681E+0	 3.374E+2
1.8700E-2	 2.681E+0	 3.394E+2
1.8720E-2	 2.681E+0	 3.413E+2
1.8740E-2	 2.681E+0	 3.433E+2
1.8760E-2	 2.686E+0	 3.447E+2
1.8780E-2	 2.686E+0	 3.472E+2
1.8800E-2	 2.686E+0	 3.486E+2
1.8820E-2	 2.690E+0	 3.501E+2
1.8840E-2	 2.686E+0	 3.516E+2
1.8860E-2	 2.690E+0	 3.530E+2
1.8880E-2	 2.690E+0	 3.550E+2
1.8900E-2	 2.690E+0	 3.564E+2
1.8920E-2	 2.690E+0	 3.584E+2
1.8940E-2	 2.690E+0	 3.594E+2
1.8960E-2	 2.690E+0	 3.608E+2
1.8980E-2	 2.690E+0	 3.628E+2
1.9000E-2	 2.690E+0	 3.643E+2
1.9020E-2	 2.695E+0	 3.657E+2
1.9040E-2	 2.695E+0	 3.672E+2
1.9060E-2	 2.695E+0	 3.687E+2
1.9080E-2	 2.695E+0	 3.706E+2
1.9100E-2	 2.695E+0	 3.721E+2
1.9120E-2	 2.700E+0	 3.730E+2
1.9140E-2	 2.695E+0	 3.745E+2
1.9160E-2	 2.700E+0	 3.765E+2
1.9180E-2	 2.700E+0	 3.784E+2
1.9200E-2	 2.700E+0	 3.799E+2
1.9220E-2	 2.700E+0	 3.813E+2
1.9240E-2	 2.700E+0	 3.828E+2
1.9260E-2	 2.700E+0	 3.853E+2
1.9280E-2	 2.700E+0	 3.872E+2
1.9300E-2	 2.705E+0	 3.887E+2
1.9320E-2	 2.705E+0	 3.906E+2
1.9340E-2	 2.705E+0	 3.921E+2
1.9360E-2	 2.705E+0	 3.940E+2
1.9380E-2	 2.705E+0	 3.960E+2
1.9400E-2	 2.710E+0	 3.979E+2
1.9420E-2	 2.710E+0	 3.994E+2
1.9440E-2	 2.710E+0	 4.009E+2
1.9460E-2	 2.710E+0	 4.028E+2
1.9480E-2	 2.710E+0	 4.048E+2
1.9500E-2	 2.710E+0	 4.067E+2
1.9520E-2	 2.710E+0	 4.087E+2
1.9540E-2	 2.715E+0	 4.102E+2
1.9560E-2	 2.715E+0	 4.121E+2
1.9580E-2	 2.715E+0	 4.146E+2
1.9600E-2	 2.715E+0	 4.160E+2
1.9620E-2	 2.715E+0	 4.180E+2
1.9640E-2	 2.715E+0	 4.194E+2
1.9660E-2	 2.720E+0	 4.219E+2
1.9680E-2	 2.715E+0	 4.238E+2
1.9700E-2	 2.720E+0	 4.258E+2
1.9720E-2	 2.720E+0	 4.272E+2
1.9740E-2	 2.720E+0	 4.287E+2
1.9760E-2	 2.720E+0	 4.312E+2
1.9780E-2	 2.720E+0	 4.331E+2
1.9800E-2	 2.720E+0	 4.351E+2
1.9820E-2	 2.725E+0	 4.365E+2
1.9840E-2	 2.725E+0	 4.385E+2
1.9860E-2	 2.725E+0	 4.404E+2
1.9880E-2	 2.725E+0	 4.424E+2
1.9900E-2	 2.729E+0	 4.438E+2
1.9920E-2	 2.725E+0	 4.458E+2
1.9940E-2	 2.725E+0	 4.478E+2
1.9960E-2	 2.725E+0	 4.497E+2
1.9980E-2	 2.729E+0	 4.517E+2
2.0000E-2	 2.725E+0	 4.536E+2
2.0020E-2	 2.729E+0	 4.551E+2
2.0040E-2	 2.734E+0	 4.570E+2
2.0060E-2	 2.734E+0	 4.590E+2
2.0080E-2	 2.729E+0	 4.609E+2
2.0100E-2	 2.734E+0	 4.629E+2
2.0120E-2	 2.734E+0	 4.639E+2
2.0140E-2	 2.734E+0	 4.658E+2
2.0160E-2	 2.734E+0	 4.678E+2
2.0180E-2	 2.734E+0	 4.702E+2
2.0200E-2	 2.734E+0	 4.717E+2
2.0220E-2	 2.739E+0	 4.731E+2
2.0240E-2	 2.734E+0	 4.746E+2
2.0260E-2	 2.739E+0	 4.771E+2
2.0280E-2	 2.739E+0	 4.785E+2
2.0300E-2	 2.739E+0	 4.800E+2
2.0320E-2	 2.739E+0	 4.814E+2
2.0340E-2	 2.739E+0	 4.834E+2
2.0360E-2	 2.744E+0	 4.854E+2
2.0380E-2	 2.744E+0	 4.868E+2
2.0400E-2	 2.739E+0	 4.883E+2
2.0420E-2	 2.744E+0	 4.897E+2
2.0440E-2	 2.744E+0	 4.917E+2
2.0460E-2	 2.744E+0	 4.932E+2
2.0480E-2	 2.744E+0	 4.951E+2
2.0500E-2	 2.744E+0	 4.966E+2
2.0520E-2	 2.744E+0	 4.976E+2
2.0540E-2	 2.749E+0	 4.990E+2
2.0560E-2	 2.749E+0	 5.010E+2
2.0580E-2	 2.749E+0	 5.024E+2
2.0600E-2	 2.749E+0	 5.039E+2
2.0620E-2	 2.749E+0	 5.054E+2
2.0640E-2	 2.749E+0	 5.063E+2
2.0660E-2	 2.749E+0	 5.088E+2
2.0680E-2	 2.754E+0	 5.103E+2
2.0700E-2	 2.754E+0	 5.112E+2
2.0720E-2	 2.754E+0	 5.122E+2
2.0740E-2	 2.759E+0	 5.137E+2
2.0760E-2	 2.754E+0	 5.156E+2
2.0780E-2	 2.754E+0	 5.171E+2
2.0800E-2	 2.759E+0	 5.181E+2
2.0820E-2	 2.759E+0	 5.195E+2
2.0840E-2	 2.759E+0	 5.210E+2
2.0860E-2	 2.759E+0	 5.229E+2
2.0880E-2	 2.759E+0	 5.239E+2
2.0900E-2	 2.759E+0	 5.249E+2
2.0920E-2	 2.759E+0	 5.264E+2
2.0940E-2	 2.764E+0	 5.273E+2
2.0960E-2	 2.764E+0	 5.288E+2
2.0980E-2	 2.759E+0	 5.303E+2
2.1000E-2	 2.764E+0	 5.317E+2
2.1020E-2	 2.764E+0	 5.327E+2
2.1040E-2	 2.764E+0	 5.337E+2
2.1060E-2	 2.764E+0	 5.352E+2
2.1080E-2	 2.764E+0	 5.366E+2
2.1100E-2	 2.769E+0	 5.376E+2
2.1120E-2	 2.769E+0	 5.386E+2
2.1140E-2	 2.769E+0	 5.391E+2
2.1160E-2	 2.769E+0	 5.410E+2
2.1180E-2	 2.769E+0	 5.425E+2
2.1200E-2	 2.769E+0	 5.435E+2
2.1220E-2	 2.773E+0	 5.439E+2
2.1240E-2	 2.773E+0	 5.454E+2
2.1260E-2	 2.773E+0	 5.474E+2
2.1280E-2	 2.773E+0	 5.479E+2
2.1300E-2	 2.773E+0	 5.483E+2
2.1320E-2	 2.778E+0	 5.498E+2
2.1340E-2	 2.778E+0	 5.508E+2
2.1360E-2	 2.773E+0	 5.522E+2
2.1380E-2	 2.778E+0	 5.527E+2
2.1400E-2	 2.778E+0	 5.537E+2
2.1420E-2	 2.778E+0	 5.552E+2
2.1440E-2	 2.783E+0	 5.557E+2
2.1460E-2	 2.778E+0	 5.566E+2
2.1480E-2	 2.778E+0	 5.576E+2
2.1500E-2	 2.783E+0	 5.586E+2
2.1520E-2	 2.783E+0	 5.596E+2
2.1540E-2	 2.783E+0	 5.601E+2
2.1560E-2	 2.783E+0	 5.610E+2
2.1580E-2	 2.783E+0	 5.620E+2
2.1600E-2	 2.783E+0	 5.630E+2
2.1620E-2	 2.788E+0	 5.635E+2
2.1640E-2	 2.788E+0	 5.640E+2
2.1660E-2	 2.788E+0	 5.654E+2
2.1680E-2	 2.788E+0	 5.664E+2
2.1700E-2	 2.788E+0	 5.664E+2
2.1720E-2	 2.793E+0	 5.669E+2
2.1740E-2	 2.793E+0	 5.679E+2
2.1760E-2	 2.788E+0	 5.693E+2
2.1780E-2	 2.793E+0	 5.693E+2
2.1800E-2	 2.798E+0	 5.693E+2
2.1820E-2	 2.793E+0	 5.703E+2
2.1840E-2	 2.798E+0	 5.708E+2
2.1860E-2	 2.793E+0	 5.713E+2
2.1880E-2	 2.798E+0	 5.713E+2
2.1900E-2	 2.798E+0	 5.713E+2
2.1920E-2	 2.798E+0	 5.684E+2
2.1940E-2	 2.798E+0	 5.474E+2
2.1960E-2	 2.798E+0	 8.740E+1
2.1980E-2	 2.803E+0	 3.418E+0
2.2000E-2	 2.798E+0	 1.465E+1
2.2020E-2	 2.803E+0	-6.152E+1
2.2040E-2	 2.803E+0	-7.080E+1
2.2060E-2	 2.803E+0	-1.611E+1
2.2080E-2	 2.803E+0	 1.025E+1
2.2100E-2	 2.808E+0	-2.080E+2
2.2120E-2	 2.808E+0	-1.763E+2
2.2140E-2	 2.808E+0	-8.643E+1
2.2160E-2	 2.803E+0	-7.861E+1
2.2180E-2	 2.808E+0	-1.021E+2
2.2200E-2	 2.808E+0	-1.021E+2
2.2220E-2	 2.808E+0	-1.279E+2
2.2240E-2	 2.808E+0	-6.885E+1
2.2260E-2	 2.812E+0	-5.566E+1
2.2280E-2	 2.812E+0	-4.492E+1
2.2300E-2	 2.812E+0	 2.637E+1
2.2320E-2	 2.812E+0	 2.246E+1
2.2340E-2	 2.812E+0	-1.709E+1
2.2360E-2	 2.812E+0	 7.324E+0
2.2380E-2	 2.812E+0	 9.570E+1
2.2400E-2	 2.817E+0	 7.520E+1
2.2420E-2	 2.817E+0	 7.617E+1
2.2440E-2	 2.817E+0	 1.123E+1
2.2460E-2	 2.817E+0	 4.785E+1
2.2480E-2	 2.817E+0	-6.836E+0
2.2500E-2	 2.817E+0	-2.783E+1
2.2520E-2	 2.822E+0	-3.467E+1
2.2540E-2	 2.822E+0	-3.418E+0
2.2560E-2	 2.822E+0	-4.199E+1
2.2580E-2	 2.822E+0	 7.324E+0
2.2600E-2	 2.822E+0	 5.957E+1
2.2620E-2	 2.827E+0	 4.199E+1
2.2640E-2	 2.827E+0	 7.812E+0
2.2660E-2	 2.827E+0	 2.930E+0
2.2680E-2	 2.827E+0	 2.832E+1
2.2700E-2	 2.827E+0	 2.100E+1
2.2720E-2	 2.827E+0	 8.301E+0
2.2740E-2	 2.827E+0	-6.348E+0
2.2760E-2	 2.832E+0	-2.637E+1
2.2780E-2	 2.832E+0	-4.687E+1
2.2800E-2	 2.832E+0	-2.490E+1
2.2820E-2	 2.832E+0	 1.318E+1
2.2840E-2	 2.832E+0	 3.906E+0
2.2860E-2	 2.832E+0	-2.051E+1
2.2880E-2	 2.837E+0	-1.074E+1
2.2900E-2	 2.837E+0	 1.562E+1
2.2920E-2	 2.837E+0	 9.277E+0
2.2940E-2	 2.842E+0	 4.883E-1
2.2960E-2	 2.837E+0	 2.441E+0
2.2980E-2	 2.842E+0	-1.611E+1
2.3000E-2	 2.842E+0	-3.760E+1
2.3020E-2	 2.842E+0	-3.516E+1
2.3040E-2	 2.842E+0	-2.930E+1
2.3060E-2	 2.842E+0	-1.709E+1
2.3080E-2	 2.847E+0	-5.859E+0
2.3100E-2	 2.847E+0	-7.324E+0
2.3120E-2	 2.852E+0	-1.221E+1
2.3140E-2	 2.847E+0	 2.441E+0
2.3160E-2	 2.852E+0	 1.318E+1
